role,perf,area,sex,id,age,salary,vol_leave
Ind,2,Accounting,Male,9952,27.64786053,65569.86924,0
Ind,2,Marketing,Female,7603,24.24428398,67158.87178,0
Ind,2,Accounting,Female,7502,26.79172228,63976.87764,1
Ind,2,Other,Female,2787,27.0219571,56596.03259,0
Ind,2,Marketing,Male,5241,22.25627999,58652.2248,1
Ind,2,Accounting,Male,10972,26.0773718,63015.88265,0
Ind,2,Accounting,Male,4049,27.37745475,62182.47767,0
Ind,2,Accounting,Male,1498,29.0458246,57499.87058,0
Ind,2,Marketing,Female,7978,36.10167555,59899.37007,0
Ind,2,Accounting,Male,5387,29.99415927,65074.63874,0
Ind,2,Marketing,Female,4332,24.8502367,62830.47569,0
Ind,2,Marketing,Female,4333,24.91024221,65017.77724,0
Ind,2,Accounting,Male,2470,28.38972153,59596.67519,0
Ind,2,Accounting,Female,1637,22.45257583,54412.02301,0
Ind,2,Accounting,Male,9355,25.65330302,57465.71127,0
Ind,2,Accounting,Male,10450,25.12420628,56983.93016,0
Ind,2,Sales,Female,1384,25.0506296,57715.64376,1
Ind,2,Accounting,Male,6646,27.10077935,59773.08786,1
Ind,2,Accounting,Female,5248,23.53442136,56823.72019,0
Ind,2,Marketing,Female,9807,23.10769889,62350.11646,0
Ind,2,Marketing,Female,2884,29.02839964,57507.25439,0
Ind,2,Accounting,Female,5455,28.03098491,58100.79904,0
Ind,2,Finance,Male,1117,23.37220291,53567.38591,0
Ind,2,Finance,Female,5426,24.12040139,48023.69147,0
Ind,2,Marketing,Female,4347,26.07348487,59493.71963,1
Ind,2,Accounting,Female,9103,22.46042893,66689.62026,0
Ind,2,Accounting,Female,9714,23.76136973,60680.08656,0
Ind,2,Accounting,Female,8620,26.16990487,57858.06821,0
Ind,2,Accounting,Female,3519,37.78343976,57246.31717,0
Ind,2,Accounting,Female,3278,22.55517172,51468.48549,1
Ind,2,Accounting,Male,1399,26.19768947,67599.06769,0
Ind,2,Accounting,Male,5650,22.78457956,58132.8799,0
Ind,2,Other,Male,9647,24.66631751,50886.05784,1
Ind,2,Marketing,Female,10915,23.47889922,61425.74467,0
Ind,2,Marketing,Male,8551,25.62661555,67964.38389,0
Ind,2,Accounting,Male,3669,26.18204642,74093.94334,0
Ind,2,Accounting,Female,7979,25.43492192,55329.62682,0
Ind,2,Sales,Male,9969,26.59578719,55608.51416,0
Ind,2,Marketing,Female,5453,25.13495127,69417.48304,0
Ind,2,Finance,Female,7145,23.64187827,68299.19674,1
Ind,2,Accounting,Male,10844,24.65543655,49546.3896,0
Ind,2,Accounting,Male,8252,26.70095239,60396.1945,0
Ind,2,Accounting,Female,10010,25.46518786,64184.21513,1
Ind,2,Accounting,Male,3071,23.96659932,64710.8264,0
Ind,2,Accounting,Male,4936,22.45730639,56466.78384,0
Ind,2,Accounting,Female,9003,24.40512369,60751.54538,0
Ind,2,Accounting,Male,5908,22.655754,58525.09006,0
Ind,2,Accounting,Male,9917,23.98100728,62506.57592,0
Ind,2,Sales,Female,8703,26.46385471,63384.55253,1
Ind,2,Accounting,Male,1297,22.22556723,59438.68628,0
Ind,2,Accounting,Male,9475,33.28990553,51355.29816,0
Ind,2,Accounting,Male,7575,24.41315583,60414.63587,0
Ind,2,Finance,Male,10498,25.05084928,63765.54,0
Ind,2,Sales,Female,1428,25.20042268,67921.70023,1
Ind,2,Marketing,Male,10756,22.20935113,61934.19898,0
Ind,2,Accounting,Female,4917,27.54051381,58574.54896,0
Ind,2,Marketing,Female,9844,23.52379707,51976.04125,1
Ind,2,Sales,Female,8838,28.92578592,58451.27101,1
Ind,2,Marketing,Female,8753,24.69980665,56022.78378,1
Ind,2,Accounting,Female,5896,26.25306175,59909.08288,0
Ind,2,Accounting,Male,10783,24.36505461,62777.85209,0
Ind,2,Sales,Female,6167,29.54423433,53493.85219,1
Ind,2,Sales,Female,6532,25.88706647,61702.88517,0
Ind,2,Accounting,Female,2244,26.24715825,56870.41709,1
Ind,2,Marketing,Female,5115,24.74953815,62412.23423,0
Ind,2,Marketing,Female,8760,28.10450925,69395.33051,0
Ind,2,Sales,Male,3808,25.41972049,65402.37586,1
Ind,2,Accounting,Male,10236,26.32768961,67048.40487,0
Ind,2,Marketing,Female,5848,22.46804096,54023.92592,1
Ind,2,Accounting,Male,7755,23.23386896,63712.10436,0
Ind,2,Marketing,Female,9494,25.5521981,55929.91016,1
Ind,2,Accounting,Female,9270,26.39787069,68188.27418,1
Ind,2,Accounting,Male,5327,24.71023282,58790.31105,0
Ind,2,Sales,Female,6544,28.16420723,69934.35002,1
Ind,2,Accounting,Female,4777,28.23430356,54823.51947,1
Ind,2,Accounting,Female,3040,28.32176111,59381.52546,0
Ind,2,Accounting,Male,10553,24.2495462,64660.77843,0
Ind,2,Marketing,Female,10959,24.41103761,56561.15084,1
Ind,2,Accounting,Male,3267,23.59899476,52204.08455,1
Ind,2,Marketing,Female,6587,24.06936186,56456.82441,1
Ind,2,Other,Male,6087,29.37209356,61435.03045,0
Ind,2,Marketing,Female,2216,25.11845755,65694.34678,0
Ind,2,Marketing,Female,1124,23.09082656,67233.38205,0
Ind,2,Accounting,Male,7524,25.4056428,57049.05743,0
Ind,2,Marketing,Female,6592,25.75282573,53867.76433,0
Ind,2,Accounting,Male,8014,32.48560262,64102.02851,0
Ind,2,Accounting,Male,10167,25.54836439,57974.7805,0
Ind,2,Sales,Male,2616,28.49234276,63274.46112,1
Ind,2,Sales,Male,9294,28.89226072,61683.48172,0
Ind,2,Other,Female,7366,24.30642675,58351.86987,0
Ind,2,Sales,Male,10026,30.50551092,62898.5139,0
Ind,2,Accounting,Male,10407,25.6852693,62225.52075,0
Ind,2,Marketing,Male,10794,25.56260048,59712.55023,1
Ind,2,Sales,Male,8937,24.86205493,67036.40579,0
Ind,2,Marketing,Female,9761,25.73488556,64579.48844,0
Ind,2,Accounting,Male,9112,27.79639039,68954.90891,0
Ind,2,Accounting,Female,9290,24.52255215,56463.42613,0
Ind,2,Marketing,Male,2054,23.76765157,55772.66634,0
Ind,2,Accounting,Male,9481,25.0765664,64254.69164,0
Ind,2,Sales,Female,5840,27.23683261,61088.81249,1
Ind,2,Marketing,Male,9710,24.75142183,51708.41596,1
Ind,2,Accounting,Male,11023,23.58483113,59113.82325,0
Ind,2,Accounting,Male,5298,26.60031835,54921.03323,1
Ind,2,Sales,Female,3294,26.91025607,63350.16468,1
Ind,2,Marketing,Male,3155,26.57352378,58412.84971,0
Ind,2,Accounting,Male,4511,25.12145601,55221.06267,0
Ind,2,Accounting,Female,10882,25.25110948,53492.40869,1
Ind,2,Sales,Female,2812,24.4978912,58582.92377,0
Ind,2,Sales,Male,5188,24.39047628,70024.78028,0
Ind,2,Accounting,Female,6313,25.09549475,67296.45474,0
Ind,2,Marketing,Male,7533,23.94606928,53998.46462,0
Ind,2,Sales,Female,4394,24.09221099,52541.34637,1
Ind,2,Marketing,Male,8263,31.95098019,57916.53691,0
Ind,2,Accounting,Male,1252,23.59901943,58640.28947,0
Ind,2,Accounting,Male,11094,23.68619637,66888.61022,0
Ind,2,Accounting,Female,1645,26.59592112,62299.90894,0
Ind,2,Accounting,Male,1980,24.55075617,58760.74198,0
Ind,2,Accounting,Male,7289,27.45813,57578.6059,0
Ind,2,Accounting,Female,8587,22.57381541,56407.35934,1
Ind,2,Marketing,Female,9907,26.80433937,58932.83497,1
Ind,2,Accounting,Male,5452,22.9083517,66225.02197,0
Ind,2,Accounting,Male,3151,29.43075659,65032.43214,0
Ind,2,Accounting,Male,9708,23.73553846,58304.9678,0
Ind,2,Other,Male,4548,25.52695571,63715.8452,0
Ind,2,Accounting,Female,8718,26.3666028,65057.93512,0
Ind,2,Accounting,Female,10261,25.13962484,59638.2547,0
Ind,2,Accounting,Female,5046,27.58060669,58229.36713,0
Ind,2,Accounting,Female,9137,29.16611878,53184.79515,1
Ind,2,Sales,Male,1318,27.92340174,62496.12381,0
Ind,2,Marketing,Male,1722,26.8369763,54604.7732,0
Ind,2,Marketing,Male,4276,22.59696778,54026.60862,0
Ind,2,Marketing,Female,2268,22.71382288,69818.8378,1
Ind,2,Sales,Male,8248,22.3344574,63626.19017,0
Ind,2,Accounting,Female,6808,24.76363928,61689.96157,0
Ind,2,Sales,Male,1203,25.36877528,64732.15733,0
Ind,2,Accounting,Female,2665,25.91963708,57881.30661,1
Ind,2,Marketing,Female,3364,33.34599254,52259.19568,0
Ind,2,Accounting,Female,10748,23.60721362,64068.88514,0
Ind,2,Accounting,Male,5864,35.27101677,55705.54698,0
Ind,2,Marketing,Female,8834,24.54816194,61141.23823,1
Ind,2,Accounting,Female,4751,22.96932567,60633.95631,0
Ind,2,Marketing,Female,9929,22.84660386,57785.29551,1
Ind,2,Other,Female,7296,27.53532167,62538.73839,0
Ind,2,Marketing,Female,3372,25.15621915,61430.59317,0
Ind,2,Accounting,Female,5928,26.45098466,61231.07591,0
Ind,2,Accounting,Male,3340,28.22053517,59860.16585,0
Ind,2,Other,Male,2993,33.96160284,59470.31292,1
Ind,2,Other,Male,3360,24.0231064,77520.20579,0
Ind,2,Accounting,Female,9319,25.47415163,64676.07639,1
Ind,2,Accounting,Female,4592,24.72822289,68517.24772,1
Ind,2,Accounting,Male,9058,25.96243331,54287.32603,0
Ind,2,Other,Male,1904,25.73870676,62350.7456,0
Ind,2,Marketing,Male,2109,24.24114672,55059.6315,0
Ind,2,Marketing,Male,3203,24.31125201,66188.56507,0
Ind,2,Accounting,Female,8187,27.15048249,61211.54377,0
Ind,2,Accounting,Male,2066,26.40597836,62472.31383,0
Ind,2,Finance,Male,3680,25.39764387,62665.21665,0
Ind,2,Accounting,Female,8226,24.36356958,65705.21826,0
Ind,2,Other,Male,6405,29.42438786,65163.62645,0
Ind,2,Other,Male,8957,25.43072128,66184.88524,0
Ind,2,Marketing,Male,9404,24.09960554,65019.59283,0
Ind,2,Accounting,Male,5417,22.98156911,58324.02396,0
Ind,2,Finance,Male,7886,23.13981313,65906.88426,0
Ind,2,Marketing,Female,2907,29.45557291,54761.78305,0
Ind,2,Finance,Male,8524,24.10284849,70992.3174,0
Ind,2,Marketing,Male,11108,25.77584372,58135.59045,0
Ind,2,Finance,Female,6070,25.18556338,56525.5501,1
Ind,2,Finance,Female,3394,22.23170257,63077.56804,0
Ind,2,Marketing,Female,3763,26.02907743,60749.54552,1
Ind,2,Finance,Female,6152,24.34634801,61701.41725,0
Ind,2,Finance,Male,10648,25.43942766,55713.0078,1
Ind,2,Finance,Female,10682,25.16868003,65039.97417,0
Ind,2,Finance,Female,9624,27.66003858,56517.87024,0
Ind,2,Finance,Male,10665,25.3455477,58190.26539,1
Ind,2,Marketing,Male,5411,31.74340731,65025.21762,0
Ind,2,Finance,Female,2707,23.95937133,51871.93465,1
Ind,2,Finance,Female,10159,30.02616064,64457.86429,0
Ind,2,Finance,Female,5175,30.31754685,63565.26723,1
Ind,2,Marketing,Male,8694,27.30970568,54549.06347,0
Ind,2,Finance,Female,2830,29.32434902,61239.42761,0
Ind,2,Finance,Female,7952,24.61591169,59979.24152,0
Ind,2,Marketing,Female,6690,23.65192684,52994.6361,0
Ind,2,Marketing,Female,8877,26.85284655,66179.30024,1
Ind,2,Finance,Female,7281,24.06798637,64517.78752,1
Ind,2,Sales,Female,7991,25.21318762,63090.28365,0
Ind,2,Finance,Female,10420,25.94372889,67476.75867,0
Ind,2,Finance,Female,3597,27.67799719,52513.57084,0
Ind,2,Marketing,Male,10161,23.8129216,53448.27342,0
Ind,2,Sales,Female,8844,24.82864142,66521.2254,0
Ind,2,Finance,Female,5055,22.26045495,61443.24287,0
Ind,2,Finance,Female,7111,30.19517834,50905.73649,1
Ind,2,Finance,Female,5620,22.97122268,55616.70864,0
Ind,2,Finance,Female,6382,31.03830448,49068.28537,0
Ind,2,Finance,Male,5559,31.37601567,69391.33932,0
Ind,2,Marketing,Male,1787,24.56223117,54946.84971,0
Ind,2,Finance,Female,10055,23.15260457,57013.52272,0
Ind,2,Marketing,Female,4518,33.72152159,56546.47329,0
Ind,2,Sales,Female,3752,25.14624383,59830.09545,1
Ind,2,Other,Female,6987,26.63471945,53614.43309,1
Ind,2,Finance,Male,6008,23.59398554,59655.51086,1
Ind,2,Sales,Male,8673,26.5502001,64477.02932,0
Ind,2,Finance,Female,8833,26.76813663,64026.9842,0
Ind,2,Marketing,Female,8533,27.35983959,59495.65498,0
Ind,2,Other,Female,8087,25.64439451,63998.15496,0
Ind,2,Finance,Female,3467,24.62108535,60041.50337,1
Ind,2,Finance,Male,7458,24.6979282,54006.86321,0
Ind,2,Marketing,Male,5443,25.77881254,65648.47409,0
Ind,2,Marketing,Female,1736,26.90096951,59207.61037,1
Ind,2,Sales,Female,10687,31.05089529,63541.94213,1
Ind,2,Finance,Female,8403,23.41888228,55803.09381,1
Ind,2,Finance,Female,8902,32.28325522,62406.59247,0
Ind,2,Finance,Male,8208,32.0072925,53645.03596,0
Ind,2,Finance,Male,9044,25.70663146,61845.81096,0
Ind,2,Finance,Female,5056,27.79525571,56565.79671,0
Ind,2,Marketing,Female,3247,31.85815064,65530.72903,0
Ind,2,Finance,Female,11046,27.11609498,63927.00246,0
Ind,2,Finance,Female,6044,26.29849156,64996.58981,0
Ind,2,Finance,Female,1768,32.27178323,72969.76222,0
Ind,2,Finance,Male,4879,32.76970022,59464.22203,0
Ind,2,Marketing,Male,7643,23.76530189,59667.41181,0
Ind,2,Finance,Male,5556,25.33649606,71996.73773,0
Ind,2,Finance,Male,5950,27.02953091,59028.31746,0
Ind,2,Finance,Female,10838,22.93824345,62143.88895,0
Ind,2,Finance,Female,4808,23.70090433,56516.16178,1
Ind,2,Marketing,Male,5461,22.8146647,63791.4839,0
Ind,2,Finance,Female,7778,24.26169714,50154.41481,1
Ind,2,Marketing,Female,2362,29.9023363,77088.99598,0
Ind,2,Marketing,Male,5464,23.88791199,61224.64061,0
Ind,2,Finance,Male,2459,24.99383021,56998.79745,0
Ind,2,Finance,Female,9446,24.76877912,65611.27251,1
Ind,2,Finance,Male,6623,23.94850409,65642.35111,1
Ind,2,Marketing,Male,8748,25.39136068,64366.55303,0
Ind,2,Finance,Male,1910,26.05891434,64419.3513,0
Ind,2,Marketing,Male,7657,23.87968967,58956.2232,1
Ind,2,Marketing,Male,6565,25.8255268,56616.4074,0
Ind,2,Sales,Female,6949,24.44986438,47273.61065,1
Ind,2,Sales,Female,9015,22.2455296,57234.23362,1
Ind,2,Other,Male,9880,26.56118592,63920.81127,0
Ind,2,Sales,Female,8166,23.69751151,55098.74172,1
Ind,2,Finance,Male,10907,23.57734895,59416.70076,0
Ind,2,Finance,Male,4307,24.63840475,60855.84376,0
Ind,2,Finance,Male,3578,26.5260427,61968.44149,0
Ind,2,Finance,Male,10089,26.29286666,63073.24755,0
Ind,2,Sales,Male,3864,27.45543787,53411.63855,1
Ind,2,Marketing,Male,9725,30.06656096,66813.7858,0
Ind,2,Finance,Female,6434,25.08184416,61246.72911,0
Ind,2,Sales,Female,3801,25.65653717,60682.34812,0
Ind,2,Finance,Female,6168,25.52565256,55961.0089,1
Ind,2,Finance,Male,9846,26.91564377,60443.97966,0
Ind,2,Finance,Male,5260,23.37440372,58912.1697,0
Ind,2,Marketing,Male,10954,22.5361277,59593.72486,0
Ind,2,Marketing,Male,5488,25.98513457,45200.57092,0
Ind,2,Sales,Male,3993,24.00152629,63356.30844,0
Ind,2,Marketing,Female,6761,26.83454401,62554.80025,0
Ind,2,Finance,Female,4058,25.7223423,63999.63364,0
Ind,2,Marketing,Male,5128,24.72558593,67781.76631,0
Ind,2,Finance,Male,7184,23.7855763,57555.66591,1
Ind,2,Marketing,Male,1121,26.17038412,56166.28223,1
Ind,2,Marketing,Male,1122,27.14635916,65616.28449,0
Ind,2,Marketing,Male,5496,22.81926119,65604.82567,0
Ind,2,Finance,Male,9602,25.89908725,60248.80879,0
Ind,2,Other,Female,7781,25.80506317,66314.15755,0
Ind,3,Marketing,Male,2219,25.33126317,61238.97152,0
Ind,2,Sales,Male,5706,24.62781833,64690.28184,0
Ind,2,Finance,Male,9569,27.33289487,52718.91671,1
Ind,2,Sales,Female,1671,29.1044971,60501.06332,1
Ind,2,Sales,Female,8073,24.92754153,68177.25513,0
Ind,2,Sales,Female,6373,22.44615866,65077.55289,0
Ind,2,Sales,Female,2125,24.66170215,57977.65523,0
Ind,2,Finance,Male,6350,24.77898945,63781.0097,0
Ind,2,Finance,Male,1355,24.57449875,67495.21891,1
Ind,2,Other,Male,3239,23.0164201,60221.30818,1
Ind,2,Finance,Female,9932,30.74518759,65831.46119,0
Ind,2,Finance,Male,6861,23.63801297,60914.742,1
Ind,2,Sales,Male,5837,31.00706057,65594.03743,0
Ind,2,Sales,Female,4074,24.35805378,58835.89882,1
Ind,2,Finance,Female,3891,30.4505212,58348.30788,0
Ind,2,Marketing,Female,6786,33.53531812,62306.20243,0
Ind,3,Marketing,Female,6059,23.57525893,67158.03771,0
Ind,2,Finance,Male,8530,27.63940558,48839.11961,1
Ind,2,Finance,Female,5429,24.07236893,51004.19009,0
Ind,2,Finance,Female,2378,25.353198,67332.23536,0
Ind,2,Sales,Female,9669,26.086423,55971.80969,1
Ind,2,Finance,Male,4608,25.4691667,59522.78726,0
Ind,2,Other,Female,9747,25.19040687,44167.6241,1
Ind,2,Sales,Male,3662,23.22173998,54376.96939,0
Ind,2,Finance,Female,1354,27.60741147,58499.67286,0
Ind,2,Sales,Female,3842,25.09561065,60301.10367,0
Ind,2,Finance,Female,9702,25.86311939,58615.34579,0
Ind,2,Finance,Female,9530,25.81806799,60003.31255,0
Ind,2,Finance,Female,2898,29.26628106,57022.25439,1
Ind,2,Finance,Female,5399,22.10884871,57439.86461,0
Ind,2,Finance,Female,2336,22.26333916,62755.04874,0
Ind,2,Finance,Male,9526,24.39002201,44223.51282,0
Ind,2,Finance,Female,3206,26.06218219,57543.24812,0
Ind,2,Finance,Female,5904,22.47175683,59438.58734,0
Ind,2,Sales,Male,6831,36.97298259,70252.21609,0
Ind,2,Marketing,Male,2254,24.58376744,60517.6072,0
Ind,2,Marketing,Female,3526,26.42061706,70360.99782,0
Ind,2,Marketing,Male,5536,25.94296303,60816.97141,0
Ind,2,Sales,Male,10114,27.1951918,55865.89678,0
Ind,2,Marketing,Female,3530,23.48437069,63059.52337,0
Ind,2,Finance,Female,3872,30.13059272,55095.8299,0
Ind,2,Finance,Female,4576,28.10897716,54376.62872,1
Ind,2,Marketing,Female,6812,30.51224662,60867.94524,0
Ind,2,Finance,Female,1339,29.29269419,59053.79334,1
Ind,2,Finance,Male,4075,33.77768561,59164.03217,0
Ind,2,Marketing,Female,6815,25.28601232,61534.82112,0
Ind,2,Marketing,Female,1350,25.15061536,60931.36007,0
Ind,2,Finance,Male,2971,29.75207466,58192.84317,0
Ind,2,Finance,Male,9908,31.8793842,62037.28634,0
Ind,2,Marketing,Female,2446,24.69348466,62994.18516,0
Ind,2,Marketing,Female,9007,27.15268541,61465.13738,0
Ind,2,Finance,Male,4974,22.28520239,54892.04402,0
Ind,2,Finance,Female,11026,27.28815924,58944.129,1
Ind,2,Finance,Female,10542,23.83664154,58081.91514,0
Ind,2,Marketing,Male,7131,27.67531641,68311.68639,0
Ind,2,Finance,Female,4831,23.97688726,61952.2359,0
Ind,2,Finance,Female,2036,29.67074312,64678.34989,1
Ind,2,Marketing,Female,9014,29.98434153,53975.5762,0
Ind,2,Other,Female,2372,24.07088332,67230.6264,0
Ind,2,Finance,Female,2248,30.7281322,54959.04576,0
Ind,2,Sales,Female,5578,23.63336522,70456.41244,1
Ind,2,Finance,Female,6526,27.29883537,64413.56359,0
Ind,2,Other,Female,5293,26.00280721,62844.63605,0
Ind,2,Sales,Male,4796,23.45140385,62981.53533,0
Ind,2,Finance,Male,9201,23.48398285,61899.57734,0
Ind,2,Finance,Male,9808,24.88141134,54943.6941,0
Ind,2,Sales,Male,8444,22.34841435,60867.10378,0
Ind,2,Finance,Male,2640,22.50219331,60451.7304,0
Ind,2,Finance,Male,2518,22.74822536,65114.4392,0
Ind,2,Marketing,Female,6839,27.83380363,64397.05893,0
Ind,2,Sales,Male,3707,25.88329004,73315.6897,0
Ind,2,Finance,Male,3255,23.14804188,57753.95085,0
Ind,2,Marketing,Male,11038,26.40283852,62411.93948,0
Ind,2,Finance,Female,10358,25.19531137,60892.93905,0
Ind,2,Marketing,Male,4480,22.63113992,59468.79158,0
Ind,2,Marketing,Male,8854,24.64135137,58750.93013,1
Ind,2,Finance,Female,6714,24.79215357,59376.57855,0
Ind,2,Marketing,Male,10472,23.16028941,55153.48103,1
Ind,2,Finance,Female,2791,30.36136929,58964.7827,1
Ind,2,Finance,Male,6983,24.36875697,59412.85686,0
Ind,2,Marketing,Male,9949,24.97821214,59319.60196,0
Ind,2,Finance,Female,6598,30.8777852,62694.34897,0
Ind,2,Other,Male,1854,25.17556237,62399.03544,0
Ind,2,Finance,Male,1926,22.86174955,53039.37733,0
Ind,2,Finance,Female,2828,29.12035887,61999.27223,0
Ind,2,Marketing,Female,5763,23.62450377,67821.07767,0
Ind,2,Sales,Female,3903,23.53834754,59961.95836,1
Ind,2,Finance,Female,6711,24.98648089,62158.73984,0
Ind,2,Finance,Female,1140,23.94859957,64748.25715,1
Ind,2,Other,Male,8421,22.23179613,61181.43761,0
Ind,2,Finance,Male,8774,27.62780409,58460.79634,1
Ind,2,Finance,Male,8538,28.58544029,63920.99586,0
Ind,2,Finance,Female,8149,27.93515934,61016.85086,1
Ind,2,Marketing,Male,10448,28.17504403,58057.05516,1
Ind,2,Other,Female,7265,35.53924381,61949.808,1
Ind,2,Sales,Female,7679,27.31259006,60843.56706,0
Ind,2,Other,Male,8428,30.23178844,63145.3504,0
Ind,2,Marketing,Male,8876,23.54200006,57147.44458,0
Ind,2,Sales,Male,1550,25.59911078,55273.60793,1
Ind,2,Finance,Male,7529,24.14353714,57299.9743,0
Ind,2,Finance,Male,4477,31.01929416,59271.76333,1
Ind,2,Marketing,Male,5600,23.91089183,61723.01626,0
Ind,2,Sales,Female,10357,30.43324668,57327.94963,0
Ind,2,Marketing,Male,7098,27.655735,56731.55299,0
Ind,2,Finance,Female,3585,25.61364573,57533.13629,0
Ind,2,Marketing,Female,5418,31.70846203,57097.00662,0
Ind,2,Finance,Male,2680,26.62294569,54844.82788,0
Ind,2,Other,Female,8857,23.98396934,59857.42583,1
Ind,2,Finance,Male,9603,28.04024384,53217.64083,0
Ind,2,Other,Female,4246,23.91159191,58249.75703,0
Ind,2,Marketing,Male,7066,25.69893774,52512.01161,0
Ind,2,Finance,Female,6993,27.4042798,58100.40258,1
Ind,2,Finance,Male,10946,23.06566074,60087.42373,0
Ind,2,Finance,Male,6351,24.76624815,62803.16471,0
Ind,2,Sales,Male,8897,25.46987603,68046.98294,0
Ind,2,Finance,Female,10520,24.69336368,57057.51612,1
Ind,2,Finance,Male,6938,23.58872597,57266.71327,0
Ind,2,Sales,Female,10735,32.3293205,54498.41375,1
Ind,2,Marketing,Male,6425,22.93134065,60950.21631,0
Ind,2,Finance,Male,4877,26.90271046,62410.07542,0
Ind,2,Marketing,Female,10171,24.26526109,55094.78164,1
Ind,2,Marketing,Female,7985,26.47946948,50277.29324,1
Ind,2,Marketing,Female,5435,23.25285989,56771.41885,1
Ind,2,Finance,Female,3243,26.30463474,55926.72288,0
Ind,2,Marketing,Male,9996,23.64681151,56861.73852,0
Ind,2,Other,Female,3534,24.79790238,59956.6086,0
Ind,2,Finance,Male,6830,24.19214897,58255.88489,1
Ind,2,Finance,Female,1761,29.33193447,63885.16639,0
Ind,2,Finance,Female,7376,26.72135608,60697.55731,0
Ind,2,Finance,Male,1324,26.25630354,59844.17717,0
Ind,2,Finance,Male,3878,27.822267,62795.44955,0
Ind,2,Sales,Female,7351,22.7326091,58696.04036,1
Ind,2,Sales,Female,5530,26.6398598,49518.50016,1
Ind,2,Marketing,Female,2530,27.0141386,56729.75014,1
Ind,2,Other,Female,6459,22.10370649,55364.9709,0
Ind,2,Finance,Male,2709,22.53034637,56236.69861,0
Ind,2,Marketing,Male,7821,30.28481708,64651.61323,0
Ind,2,Marketing,Female,10187,24.79637975,59183.93968,0
Ind,2,Other,Female,1406,23.05827001,59389.13374,1
Ind,2,Sales,Male,1227,23.4209162,58241.21028,1
Ind,2,Finance,Female,9739,23.30551801,60292.16869,1
Ind,2,Marketing,Male,1267,25.77884666,69614.09687,0
Ind,2,Finance,Male,4621,28.72217639,65139.9245,0
Ind,2,Sales,Female,7604,23.3242805,64196.16318,0
Ind,2,Finance,Female,10065,22.86087813,59500.46684,1
Ind,2,Finance,Female,6420,24.59080399,58372.91825,0
Ind,2,Finance,Female,2533,24.1678821,63414.95939,0
Ind,2,Marketing,Male,6739,23.85581728,65932.81207,0
Ind,2,Marketing,Male,1275,37.64587499,58222.10567,0
Ind,2,Marketing,Male,7105,25.95588806,56961.51632,0
Ind,2,Finance,Female,10191,23.70044443,61508.66199,0
Ind,2,Finance,Male,9396,24.66097116,68330.42485,0
Ind,2,Finance,Female,2175,29.14544301,56460.83558,1
Ind,2,Marketing,Female,5709,31.21192378,63141.47412,0
Ind,2,Finance,Female,11045,28.57095829,58401.84825,1
Ind,2,Finance,Female,5821,28.32352593,61344.10888,0
Ind,2,Finance,Female,5822,26.94818846,50726.85724,0
Ind,2,Marketing,Male,9300,28.29398169,58470.58454,0
Ind,2,Sales,Male,7076,29.0547229,61524.20057,0
Ind,2,Marketing,Female,5472,26.18730268,51816.59266,1
Ind,2,Finance,Female,10198,24.03971928,56826.46717,0
Ind,2,Marketing,Male,8940,26.86899843,58484.60071,0
Ind,2,Finance,Male,8604,26.1919503,57095.03229,0
Ind,2,Finance,Male,4190,22.80357725,58854.92196,0
Ind,2,Sales,Male,5869,28.18012127,57525.34535,1
Ind,2,Finance,Male,1278,26.84023252,63567.73055,0
Ind,2,Marketing,Male,10402,30.35176432,54029.839,0
Ind,2,Finance,Female,10571,23.67754094,58200.27937,0
Ind,2,Finance,Female,8020,23.57024313,65272.89176,1
Ind,2,Finance,Male,8655,22.79158185,58089.12261,0
Ind,2,Finance,Male,2581,28.81564359,66068.55041,0
Ind,2,Sales,Male,2352,27.8462988,62128.25993,1
Ind,2,Finance,Female,9480,26.25614601,58643.16355,0
Ind,2,Finance,Female,7299,23.21441809,63647.61752,0
Ind,2,Sales,Male,10372,22.74467475,59327.94862,1
Ind,2,Finance,Female,6569,25.88002867,58215.45495,0
Ind,2,Marketing,Male,7862,31.13770767,61151.30148,0
Ind,2,Finance,Female,2077,22.53508478,52567.1242,1
Ind,2,Other,Male,9238,25.54698936,54448.36916,0
Ind,2,Sales,Male,4183,27.34947393,56765.92738,1
Ind,2,Finance,Male,2387,24.45037181,60913.36817,1
Ind,2,Sales,Female,6550,25.72854922,56101.62289,1
Ind,2,Finance,Female,10184,26.783808,61315.39717,0
Ind,2,Sales,Female,10559,25.62853223,61014.76431,0
Ind,2,Marketing,Male,8963,24.78396546,60618.8611,0
Ind,2,Finance,Female,7190,29.79673854,55482.82689,0
Ind,2,Finance,Female,10833,24.81235245,59000.21414,0
Ind,2,Sales,Female,1454,25.35443389,60961.012,1
Ind,2,Finance,Male,3612,22.63993639,67818.76642,0
Ind,2,Marketing,Male,7875,23.26728023,58593.20784,0
Ind,2,Marketing,Female,5868,28.16567897,48254.93565,0
Ind,2,Finance,Male,3371,24.13632248,53369.5011,0
Ind,2,Finance,Female,9746,28.61966837,66851.48701,0
Ind,2,Other,Female,3237,22.04953479,67077.07224,0
Ind,2,Marketing,Male,5693,28.24778988,67798.77886,0
Ind,2,Finance,Female,4283,25.1817158,61012.05302,0
Ind,2,Finance,Male,3615,24.49095304,58681.00556,0
Ind,2,Marketing,Female,6967,25.52239413,56988.64381,0
